V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,uid,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q8,Q9,Q10,Q11,Q57_4,Q59,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q17_1,Q17_2,Q17_3,Q17_4,Q18,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q79,Q80_1,Q80_2,Q80_3,Q80_4,Q81,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q29,Q33,Q34_4,Q35_4,Q36_4,Q37_4,Q30,Q31_4,Q32_4,Q38,Q39_4,Q40_4,Q41_1,Q41_2,Q41_3,Q41_4,Q42,Q43,Q44,Q72,Q73,Q68_1,Q68_2,Q68_3,Q68_4,Q68_5,Q68_6,Q68_7,Q68_8,Q68_9,Q68_10,Q45_1,Q45_2,Q45_3,Q45_4,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q51_7,Q52_1,Q52_2,Q52_3,Q52_4,Q76,Q53_1,Q54,Q55,Q56,Q58,Q62,Q63,Q60,Q84_1,Q84_2,Q84_3,Q84_4,Q85,Q61_1,Q70_1,DO-BR-FL_4,DO-BL-Publicsectorattitudes,DO-BL-Specificfacilities(OUTCOME),LocationLatitude,LocationLongitude,LocationAccuracy
R_2COZtArJk1KgSBR,Default Response Set,Anonymous,,,91.197.103.1,0,16/12/2015 15:34,16/12/2015 15:47,1,5346646,1,8.664,19.136,20.836,3,1,4,3,5,5.38,33.467,34.581,7,1,2,2,1,3,1,1,5.814,5.814,7.454,1,2,7.149,7.149,9.867,1,3,4.74,4.74,6.324,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.049,7,9.818,2,1,,8,9,9,6,1,6,6,1,3,,4.106,33.61,34.724,6,2,1,1,1,1,,,,1,,,,,,,3.22,24.252,25.317,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,8.235,68.127,71.248,9,1,42,7,4,2,רמת גן,1,1,שביעות רצון משירות הלקוחות במגזר הציבורי בדגש על אנרגיה.,4.934,16.052,17.001,3,1,9,1,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.81559753,34.98919678,-1
R_3L5yxdjWCJEkY0I,Default Response Set,Anonymous,,,82.166.216.18,0,16/12/2015 15:42,16/12/2015 15:47,1,5346536,1,11.561,24.016,25.095,6,1,2,1,5,6.318,29.998,31.203,7,1,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.365,5.365,10.911,1,1,7.552,7.552,9.89,1,3,1.553,1.553,2.691,1,1,5.618,33.138,34.57,10,1,,1,1,1,1,1,4,4,1,7,7,4.277,49.273,56.655,12,3,4,3,1,2,,,,,,,,,,,4.532,21.92,22.736,8,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.347,53.268,63.922,18,1,29,7,3,2,רמת גן,1,1,לגבי שרותים ציבוריים כגון חשמל ומים,5.476,13.562,15.336,2,1,10,1,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1DwfYItsWmvyPY0,Default Response Set,Anonymous,,,90.77.113.244,0,16/12/2015 15:44,16/12/2015 15:48,1,5347295,1,4.332,13.592,16.413,6,1,3,4,5,4.865,24.863,26.117,7,1,3,3,3,6,5,,,,,,,,,,,,,,,,,1,6.172,8.26,9.85,2,2,1.415,7.962,9.435,2,3,0.885,4.499,5.898,2,5,,,,,,,,,,,,,,,,,3.005,17.126,18.908,8,1,,5,5,6,6,1,6,6,1,6,7,4.278,47.553,49.031,10,2,2,2,1,2,,,,,,,,,,,3.18,17.157,19.138,7,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,3.152,35.683,42.443,15,1,35,7,3,2,רמת גן,1,1,עמדה לגבי גופים ממשלתיים,5.438,11.273,12.258,6,1,8,4,Figures (PLACEBO),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,41.38879395,2.158996582,-1
R_1LSdY8Vt5EjWdpe,Default Response Set,Anonymous,,,80.178.158.133,0,16/12/2015 15:45,16/12/2015 15:50,1,5346681,1,7.858,28.601,29.864,4,1,3,6,6,7.837,33.906,36.748,5,1,2,2,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.157,12.141,13.511,2,2,5.405,5.405,6.764,1,1,2.956,2.956,4.303,1,1,6.013,46.857,48.632,10,1,,9,9,9,3,1,4,3,1,9,8,5.729,41.533,43.114,6,1,6,1,1,1,,1,,,,,,,,,3.394,31.441,32.751,6,1,,,,,,,,1,,1,,,,,,,,,1,1,,,,,,,1,8.063,41.114,60.225,8,1,52,4,3,1,רמת גן,1,1,מגזר ציבורי ותשתיות,12.185,23.06,24.682,2,1,7,7,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2THoQAC18Zufluc,Default Response Set,Anonymous,,,62.219.44.190,0,16/12/2015 15:47,16/12/2015 15:51,1,5346615,1,3.475,9.051,10.003,4,1,1,2,2,4.44,47.424,48.783,5,1,3,2,3,6,2,,,,,,,,,,,,,,,,,1,3.097,3.097,4.754,1,2,4.893,4.893,6.35,1,3,3.737,3.737,5.444,1,1,,,,,,,,,,,,,,,,,4.404,30.036,31.127,10,1,,1,2,2,3,1,2,2,1,5,4,4.236,19.164,36.219,5,1,6,2,1,1,,,,,,,,,,,6.332,18.748,19.689,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.896,32.782,51.357,9,1,37,8,5,2,רמת גן,1,1,אמון הציבור בשירות הציבורי,6.373,10.299,10.926,2,1,8,1,Figures (PLACEBO),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_A4A7nGaJXPF5YJP,Default Response Set,Anonymous,,,62.219.44.242,0,16/12/2015 15:41,16/12/2015 15:51,1,5347507,1,41.126,56.503,59.268,3,1,2,5,6,6.48,31.69,32.885,7,1,1,1,1,2,5,1,8.788,8.788,10.623,1,1,7.891,7.891,13.316,1,3,4.629,6.426,6.926,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,6.807,18.49,3,1,,6,8,8,6,1,3,4,1,1,3,11.194,56.869,64.789,7,1,6,2,1,1,,,,,,,,,,,4.554,30.102,31.613,6,2,,,,,,1,,,,2,,,1,,,,,,,1,,,,,,,1,3.09,31.016,61.719,12,1,42,7,3,2,רמת גן ,2,1,שביעות רצון מחברות התשתיות בישראל ,17.319,31.924,36.211,5,1,9,1,Figures (CONTROL),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q36|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_28NecSqfajwBjDp,Default Response Set,Anonymous,,,209.88.198.1,0,16/12/2015 15:49,16/12/2015 15:53,1,5347004,1,2.923,7.314,8.32,3,1,1,1,1,2.126,27.129,28.35,6,1,1,1,1,1,5,1,7.724,7.724,9.324,1,2,3.481,3.481,4.557,1,5,4.061,4.061,5.16,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.874,24.086,24.835,8,1,,1,1,1,1,1,1,1,1,1,1,4.554,26.804,28.146,6,2,1,2,2,2,,,,,,,1,,,,2.682,27.082,28.303,7,1,,,,,,,,1,,1,,,,,,,,,1,2,,,1,1,,,,5.946,28.885,39.657,8,1,49,5,3,1,רמת גן,2,1,שביעות רצון מהשרות,6.343,12.07,12.925,3,1,7,7,Figures (CONTROL),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2Ptxv1jmltvHJKT,Default Response Set,Anonymous,,,5.29.58.11,0,16/12/2015 15:44,16/12/2015 15:54,1,5346529,1,6.11,22.15,25.461,14,1,3,4,2,2.792,49.241,50.522,17,1,5,5,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.697,15.041,19.963,7,1,5.136,5.136,6.552,1,3,2.522,2.522,3.581,1,1,2.081,4.694,6.956,3,1,,3,5,5,4,1,2,1,1,6,6,1.112,54.289,55.606,43,2,1,3,1,1,,,,,,,,,,,2.182,23.593,24.433,12,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.694,34.472,51.427,23,1,25,5,1,2,רמת גן,1,1,אם אנשים מרוצים מרמת המחייה בישראל..,1.963,37.365,38.604,30,1,10,3,Figures (TREATMENT),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.08059692,34.81419373,-1
R_5pUx6URc5a9Buv3,Default Response Set,Anonymous,,,82.80.26.75,0,16/12/2015 15:50,16/12/2015 15:55,1,5346855,1,7.747,22.71,23.381,16,1,5,4,4,11.683,22.475,23.256,5,1,2,3,2,7,2,,,,,,,,,,,,,,,,,1,2.249,2.952,3.826,2,1,3.358,3.358,4.826,1,3,14.166,14.166,15.368,1,1,,,,,,,,,,,,,,,,,29.035,47.965,48.839,19,1,,6,5,6,6,1,6,6,1,8,8,2.593,39.547,46.888,22,1,6,2,1,1,,,,,,,,,,,3.077,26.786,27.723,9,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,5.623,21.569,32.315,15,1,25,7,3,2,רמת גן,2,1,דעת הציבור על המגזר הציבורי,21.648,26.755,27.208,5,1,9,4,Figures (PLACEBO),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3prPFmzsuSEEnwH,Default Response Set,Anonymous,,,192.115.101.101,0,16/12/2015 15:50,16/12/2015 15:56,1,5347574,1,10.568,23.137,24.374,3,1,2,2,3,6.856,28.506,29.976,5,1,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.554,7.554,9.09,1,1,5.359,5.359,6.597,1,5,3.479,3.479,4.798,1,1,6.82,43.02,45.291,8,1,,1,2,2,2,1,4,4,1,5,5,5.154,33.655,55.463,5,1,6,2,2,1,,,,,,,,,,,3.648,19.467,20.712,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,6.669,60.866,80.059,9,1,41,8,3,1,תל אביב,2,1,את דעתי על חברות המספקות תשתיות בישראל ,8.585,19.238,20.209,2,1,8,2,Figures (TREATMENT),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2PAsorifN1XDwRz,Default Response Set,Anonymous,,,185.120.125.16,0,16/12/2015 15:48,16/12/2015 15:57,1,5347036,1,14.997,29.995,32.002,4,1,4,4,6,7.868,41.965,43.604,5,1,4,4,4,8,2,1,3.794,3.794,7.842,1,2,7.095,7.095,8.847,1,3,8.668,8.668,10.198,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.017,7.017,8.87,1,1,,7,7,7,4,1,6,7,1,8,8,44.256,75.039,108.792,5,2,1,2,1,1,,,,,,,,,,,5.969,36.823,39.57,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,10.537,65.538,92.416,10,1,59,7,4,1,רמת גן,2,2,מצב התשתיות באזור מגורי.,15.974,24.189,25.883,3,1,9,5,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_1H8qmRARoEgJyt4,Default Response Set,Anonymous,,,108.171.128.166,0,16/12/2015 15:53,16/12/2015 15:58,1,5347504,1,7.858,33.085,34.127,6,1,1,2,3,8.699,35.672,37.334,6,1,3,3,1,1,5,,,,,,,,,,,,,,,,,1,12.663,12.663,13.813,1,5,5.913,5.913,7.899,1,5,6.475,6.475,9.003,1,4,,,,,,,,,,,,,,,,,7.999,44.182,45.599,8,1,,2,3,3,1,1,1,1,1,1,,4.864,27.656,41.25,5,2,2,2,2,1,,,,,,,,,,,9.001,34.56,35.983,8,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.912,35.544,71.863,9,1,40,6,1,2,רמת גן,2,1,שביעות רצון מתשתיות או לחילופין בדיקת השפעתה של חברת חשמל כמונופול על האזרח. ,9.491,15.442,17.501,2,1,9,2,Figures (PLACEBO),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,51.51420593,-0.093093872,-1
R_0pGEjcyhqf8f0pr,Default Response Set,Anonymous,,,147.237.70.61,0,16/12/2015 15:53,16/12/2015 16:00,1,5347385,1,9.997,25.976,27.672,3,1,3,3,4,7.839,67.693,69.897,6,1,4,4,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.472,6.472,8.461,1,1,4.42,4.42,5.848,1,3,3.371,3.371,4.947,1,1,7.603,7.603,9.615,1,1,,9,8,9,7,1,6,6,1,7,9,6.555,43.797,69.96,6,1,6,1,1,1,,,,,,,,,,,11.849,31.428,32.597,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,6.965,47.8,63.024,8,1,26,8,2,2,ירושלים,2,1,עירנות,16.49,23.582,24.538,2,1,9,9,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q36|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_27B8p9WD6cVw7Bc,Default Response Set,Anonymous,,,5.29.232.51,0,16/12/2015 15:53,16/12/2015 16:01,1,5346873,1,19.366,38.366,39.997,3,1,5,5,4,19.217,69.639,72.736,10,1,5,5,5,6,2,1,3.626,3.626,6.258,1,2,9.192,9.192,11.669,1,2,5.829,5.829,6.844,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.874,48.62,50.472,10,1,,6,6,5,6,1,7,6,1,8,9,7.453,54.845,56.299,6,2,1,2,1,1,,,,,,1,,,,,6.192,44.279,45.697,6,1,,,,,,,,,1,2,,,,,1,,,,,1,,,,,,,1,5.308,100.791,110.064,11,1,29,4,2,2,רמת גן,2,1,שביעות רצון לקוח של תשתיות החברה,16.556,27.361,28.86,2,1,2,3,Figures (CONTROL),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.08059692,34.81419373,-1
R_2Ua9XoOc2st61CR,Default Response Set,Anonymous,,,31.168.206.61,0,16/12/2015 15:52,16/12/2015 16:02,1,5346624,1,11.931,21.696,24.956,3,1,4,5,3,7.01,39.795,40.799,7,1,2,6,3,4,2,1,16.691,16.691,17.845,1,5,7.432,7.432,8.688,1,5,4.551,7.09,8.186,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.694,18.251,21.779,2,1,,6,4,6,6,1,5,5,1,7,7,6.106,25.722,125.798,5,2,2,2,1,2,,,,,,,,,,,3.198,117.681,120.065,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.988,43.254,55.022,9,1,38,7,2,2,רמת גן,1,1,איכות השירות של גופים ציבוריים,11.652,21.974,24.228,3,1,7,3,Figures (CONTROL),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_2VqY3Tptg1A4mpn,Default Response Set,Anonymous,,,192.115.134.121,0,16/12/2015 15:51,16/12/2015 16:02,1,5346721,1,18.85,35.101,37.172,3,1,5,5,4,12.475,43.886,45.801,5,1,3,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.401,3.401,7.888,1,2,5.456,5.456,7.287,1,3,2.154,2.154,3.364,1,1,7.869,62.721,65.469,8,1,,7,7,8,8,1,6,5,1,6,5,5.646,39.931,59.82,6,2,1,1,1,1,,,,,,,,,,,5.383,34.106,35.189,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,8.114,123.415,153.758,8,1,59,5,4,1,רמת גן,1,1,התייחסות האזרח לתשתיות ממשלתיות,15.994,23.826,26.417,2,1,7,3,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_2WZr7jjrdnohpRR,Default Response Set,Anonymous,,,84.109.16.119,0,16/12/2015 15:33,16/12/2015 16:04,1,5330672,1,16.073,28.229,29.464,5,1,5,5,7,11.911,15.151,17.143,2,1,4,3,3,6,2,1,4.053,44.586,46.495,4,2,23.263,25.342,26.654,2,5,1315.954,1318.595,1319.987,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.703,14.362,15.688,4,1,,4,4,4,4,1,6,6,1,7,7,6.464,48.16,77.502,10,3,2,3,2,1,,,,,,,,,,,1.077,51.744,53.677,12,1,,,,,,,,,1,1,,,,,,,,,1,2,1,,,,1,,,7.942,48.719,93.055,15,1,24,4,1,2,הוד השרון,2,1,חברות חמשל מים וגז והתייחסותם כלפי הציבור ואיך הציבור מרגיש לגבי זה,12.311,17.947,19.083,3,1,3,2,Figures (CONTROL),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.165802,34.83670044,-1
R_3adT1MxqFhIaCFX,Default Response Set,Anonymous,,,46.120.106.151,0,16/12/2015 15:56,16/12/2015 16:04,1,5346446,1,10.44,29.406,30.215,5,1,5,4,3,9.74,53.954,54.938,10,1,3,1,1,0,2,,,,,,,,,,,,,,,,,1,6.825,6.825,8.341,1,2,5.667,5.667,6.749,1,5,8.172,8.172,9.073,1,4,,,,,,,,,,,,,,,,,6.938,84.475,85.867,19,1,,8,9,9,7,1,7,4,1,8,8,5.726,30.344,69.4,5,1,6,1,1,1,,,,,,,,,,,6.108,33.713,34.556,7,1,,,,,,,,,1,2,,,1,,,,,,,1,,,,,,,1,4.359,77.318,116.73,10,1,24,6,1,2,רמת גן,1,1,שביעות רצון הציבור כלפי הרשויות שצוינו.,10.597,37.938,41.277,4,1,8,1,Figures (PLACEBO),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q36|Q37|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.08059692,34.81419373,-1
R_yKqp36Ulx0cET97,Default Response Set,Anonymous,,,5.29.232.240,0,16/12/2015 16:00,16/12/2015 16:05,1,5346444,1,5.224,20.016,21.542,4,1,2,4,4,4.687,26.286,26.534,7,1,4,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.363,5.363,7.164,1,2,3.158,3.158,4.197,1,3,2.759,2.759,4.057,1,1,5.688,38.821,40.076,11,1,,5,5,6,6,1,8,7,1,8,8,5.742,27.738,47.431,5,2,1,1,1,1,,,,,,,,,,,4.874,18.598,19.378,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,5.912,35.286,50.453,8,1,23,4,3,2,רמת גן,1,1,חוות דעת וסיפוק לגבי תשתיות במדינת ישראל,9.686,25.109,26.008,3,1,9,3,Figures (TREATMENT),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.08059692,34.81419373,-1
R_3OjC79L9GMfzNSb,Default Response Set,Anonymous,,,149.50.78.40,0,16/12/2015 15:59,16/12/2015 16:06,1,5346530,1,17.733,27.55,28.569,4,1,5,4,5,6.039,39.707,41.159,6,1,5,5,5,6,5,,,,,,,,,,,,,,,,,1,14.472,14.472,15.769,1,2,7.346,7.346,8.81,1,3,11.745,11.745,13.434,1,3,,,,,,,,,,,,,,,,,10.631,54.085,54.954,10,1,,10,10,10,10,1,8,8,1,2,2,9.825,34.868,53.318,6,2,1,2,1,1,,,,,,,,,,,7.213,39.706,41.443,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,10.876,71.82,92.613,9,1,25,6,2,2,רמת גן,1,1,שביעות רצון מתשתיות,13.213,25.132,26.033,2,1,8,6,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_323MI1MZ9lquWpm,Default Response Set,Anonymous,,,81.218.174.246,0,16/12/2015 15:57,16/12/2015 16:07,1,5347382,1,8.736,18.673,19.221,4,1,3,5,2,10.128,35.433,36.291,5,1,4,5,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.285,6.285,8.534,1,2,3.434,3.434,6.205,1,2,4.028,4.028,5.017,1,1,8.352,53.47,54.417,12,1,,7,8,7,7,1,8,8,1,7,7,4.005,238.217,239.176,12,1,6,1,2,1,,,,,,,1,,,,3.761,35.047,35.989,10,1,,,,,,,,,1,1,,,,,,,,,1,2,,,,1,,,,9.621,54.747,65.65,11,1,26,7,1,2,רמת גן,2,2,את רמת האיכות של התשתיות בארץ,3.329,16.643,17.864,4,1,10,1,Figures (TREATMENT),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1DBWP7LYVuxykui,Default Response Set,Anonymous,,,109.65.29.73,0,16/12/2015 15:57,16/12/2015 16:07,1,5346670,1,16.844,34.915,36.816,5,1,1,4,3,13.317,58.339,61.315,7,1,3,3,4,9,1,1,9.669,9.669,14.234,1,2,16.151,16.151,19.222,1,3,12.436,12.436,15.591,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.714,65.569,74.049,15,1,,4,2,3,2,1,8,8,1,7,,6.816,61.322,63.749,7,1,6,3,2,3,,,,,,,,,,1,8.931,51.057,53.594,6,2,,,,,,,,,1,2,,,,,,,,1,,1,,,,,,,1,10.87,109.481,157.156,9,1,45,5,1,1,gvatim,1,1,la yuda,11.886,20.507,21.767,2,1,4,5,Figures (CONTROL),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3iwDaM7Sbtlp6D4,Default Response Set,Anonymous,,,79.183.6.230,0,16/12/2015 16:04,16/12/2015 16:08,1,5346635,1,4.036,9.974,11.468,4,1,1,2,5,3.979,5.658,6.903,3,1,3,2,2,5,1,,,,,,,,,,,,,,,,,1,2.584,2.584,4.179,1,1,3.131,3.131,4.622,1,3,3.665,3.665,4.696,1,4,,,,,,,,,,,,,,,,,4.333,26.775,28.481,12,1,,9,10,9,9,1,1,3,1,6,7,15.394,41.719,43.721,6,1,1,3,1,1,1,,,,,,,,,,2.091,14.972,16.914,8,1,,,,,,,,,1,2,,,1,,,,,,,1,,,,,,,1,2.121,23.202,33.536,11,1,43,7,4,1,רמת גן,1,1,ידע על תשתיות,5.49,11.948,13.695,5,1,9,3,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_Zy058DjUCRtekEh,Default Response Set,Anonymous,,,149.50.78.40,0,16/12/2015 16:07,16/12/2015 16:11,1,5346531,1,3.765,7.093,7.959,3,1,5,5,5,4.952,20.469,21.995,5,1,5,5,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.019,2.019,3.143,1,2,26.626,26.626,29.083,1,3,4.283,4.283,6.085,1,1,4.604,29.825,30.565,10,1,,10,10,10,10,1,7,7,1,3,2,5.064,23.472,29.893,5,2,1,2,1,1,,,,,,,,,,,4.382,17.852,19.297,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.085,28.19,34.877,8,1,26,7,2,2,רמת גן,1,1,רמת התשתיות,12.966,19.537,21.123,2,1,10,3,Figures (TREATMENT),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_3GiA48ABjNHjifJ,Default Response Set,Anonymous,,,212.143.56.48,0,16/12/2015 16:10,16/12/2015 16:13,1,5335252,1,6.512,11.319,11.998,8,1,5,4,5,0.995,8.647,9.941,6,1,3,5,3,3,5,,,,,,,,,,,,,,,,,1,2.275,2.275,3.363,1,2,2.192,2.192,3.619,1,3,1.865,1.865,2.846,1,1,,,,,,,,,,,,,,,,,2.396,2.396,3.207,1,1,,7,4,6,5,1,5,4,1,6,,4.954,20.157,28.686,10,2,1,1,3,1,,,,,,,,,,,14.736,14.736,17.6,1,1,,,,,,,,,,1,,,,,,,,,,2,1,,,,,,,1.991,22.382,23.949,7,1,15,5,3,2,כפר סבא,2,1,,2.494,6.24,7.37,3,1,9,1,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q35|Q37|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.08059692,34.81419373,-1
R_1erQMWe6CeUDgB1,Default Response Set,Anonymous,,,212.25.64.226,0,16/12/2015 16:08,16/12/2015 16:13,1,5346630,1,7.528,23.129,24.336,4,1,1,3,5,3.842,35.962,37.357,6,1,2,2,2,3,2,1,4.545,4.545,6.205,1,2,3.659,3.659,5.119,1,5,5.231,5.231,6.885,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.618,9.579,10.65,3,1,,3,3,3,4,1,3,3,1,6,6,4.65,47.606,50.858,7,1,6,1,1,1,1,,,,,,,,,,7.511,37.353,38.328,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,9.423,54.388,62.483,8,1,39,5,3,2,רמת גן,1,1,דעתי על חברת חשמל,10.492,24.999,26.72,2,1,8,1,Figures (CONTROL),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q37|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
